publisher,reference-count,RetractionNature
Portland Press Ltd.,0,Non-Retraction
Informa UK Limited,20,Non-Retraction
IEEE,0,Non-Retraction
Springer Science and Business Media LLC,21,Non-Retraction
Centaurus Verlag & Media,0,Non-Retraction
IEEE,10,Non-Retraction
Springer International Publishing,19,Non-Retraction
Elsevier BV,0,Non-Retraction
Elsevier BV,1,Non-Retraction
Informa UK Limited,5,Non-Retraction
Seismological Society of Japan,0,Non-Retraction
FapUNIFESP (SciELO),0,Non-Retraction
Japan Society of Mechanical Engineers,0,Non-Retraction
Stanford University Press,0,Non-Retraction
Japan Association for Real Estate Sciences,0,Non-Retraction
Elsevier BV,0,Non-Retraction
American Medical Association (AMA),0,Non-Retraction
Edinburgh University Press,0,Non-Retraction
Oxford University Press (OUP),0,Non-Retraction
SAGE Publications,45,Non-Retraction
Elsevier BV,8,Non-Retraction
SAGE Publications,3,Non-Retraction
Wasit University,0,Non-Retraction
Walter de Gruyter GmbH,0,Non-Retraction
De Gruyter,0,Non-Retraction
Elsevier BV,0,Non-Retraction
Pushpa Publishing House,0,Non-Retraction
Ovid Technologies (Wolters Kluwer Health),0,Non-Retraction
SNAME,0,Non-Retraction
University of Chicago Press,0,Non-Retraction
Elsevier BV,0,Non-Retraction
Springer Science and Business Media LLC,0,Non-Retraction
Elsevier BV,17,Non-Retraction
Pleiades Publishing Ltd,23,Non-Retraction
Elsevier BV,11,Non-Retraction
Springer Berlin Heidelberg,10,Non-Retraction
Elsevier BV,12,Non-Retraction
MyJove Corporation,0,Non-Retraction
"Trans Tech Publications, Ltd.",8,Non-Retraction
Elsevier BV,21,Non-Retraction
The Electrochemical Society,0,Non-Retraction
University of Chicago Press,0,Non-Retraction
American Medical Association (AMA),0,Non-Retraction
Springer Science and Business Media LLC,12,Non-Retraction
Elsevier BV,0,Non-Retraction
EDP Sciences,13,Non-Retraction
Elsevier BV,14,Non-Retraction
IEEE,0,Non-Retraction
IEEE,0,Non-Retraction
SAGE Publications,3,Non-Retraction
Oxford University Press (OUP),0,Non-Retraction
IEEE,13,Non-Retraction
Bentham Science Publishers Ltd.,0,Non-Retraction
De Gruyter,0,Non-Retraction
Cambridge University Press (CUP),0,Non-Retraction
Walter de Gruyter GmbH,20,Non-Retraction
Elsevier BV,0,Non-Retraction
EDP Sciences,3,Non-Retraction
IGI Global,61,Non-Retraction
Elsevier BV,29,Non-Retraction
Elsevier BV,0,Non-Retraction
Emerald,0,Non-Retraction
SAGE Publications,0,Non-Retraction
IEEE,5,Non-Retraction
Gorgias Press,0,Non-Retraction
The Endocrine Society,0,Non-Retraction
Japan Society for Occupational Health,0,Non-Retraction
Japan Endocrine Society,0,Non-Retraction
BMJ,0,Non-Retraction
Informa UK Limited,0,Non-Retraction
Springer Berlin Heidelberg,16,Non-Retraction
APEQ Associacao Portuguesa para o Estudo do Quaternario,0,Non-Retraction
De Gruyter,0,Non-Retraction
Informa UK Limited,0,Non-Retraction
Springer Science and Business Media LLC,16,Non-Retraction
Springer Science and Business Media LLC,2,Non-Retraction
Brill,0,Non-Retraction
Celsius Publishing House,0,Non-Retraction
Elsevier BV,5,Non-Retraction
Springer Science and Business Media LLC,1,Non-Retraction
Biophysical Society of Japan,0,Non-Retraction
Elsevier BV,0,Non-Retraction
AJPO JOURNALS,0,Non-Retraction
American Society of Clinical Oncology (ASCO),0,Non-Retraction
Springer International Publishing,39,Non-Retraction
"Universidade de Sao Paulo, Agencia USP de Gestao da Informacao Academica (AGUIA)",0,Non-Retraction
IEEE,3,Non-Retraction
Elsevier BV,29,Non-Retraction
SAGE Publications,0,Non-Retraction
Cambridge University Press (CUP),0,Non-Retraction
Georg Thieme Verlag KG,0,Non-Retraction
Kluwer Law International BV,0,Non-Retraction
Universidad Nacional de San Antonio Abad del Cusco,0,Non-Retraction
Ovid Technologies (Wolters Kluwer Health),0,Non-Retraction
Amsterdam University Press,0,Non-Retraction
IEEE,5,Non-Retraction
Research Review Publisher,0,Non-Retraction
Japan Society of Mechanical Engineers,0,Non-Retraction
Harvard University Press,0,Non-Retraction
Wiley,0,Non-Retraction
Hindawi Limited,0,Non-Retraction
Springer Berlin Heidelberg,11,Non-Retraction
Elsevier BV,0,Non-Retraction
"Society of Chemical Engineers, Japan",0,Non-Retraction
Ovid Technologies (Wolters Kluwer Health),0,Non-Retraction
Elsevier BV,0,Non-Retraction
Ovid Technologies (Wolters Kluwer Health),0,Non-Retraction
"EMH Swiss Medical Publishers, Ltd.",0,Non-Retraction
IEEE,16,Non-Retraction
SAGE Publications,5,Non-Retraction
Cambridge University Press (CUP),0,Non-Retraction
IEEE,22,Non-Retraction
IEEE,0,Non-Retraction
American Physical Society (APS),31,Non-Retraction
BMJ,0,Non-Retraction
Oxford University Press (OUP),0,Non-Retraction
SAGE Publications,0,Non-Retraction
Institut Ilmu Sosial dan Manajemen STIAMI,0,Non-Retraction
Springer Science and Business Media LLC,7,Non-Retraction
Springer Science and Business Media LLC,0,Non-Retraction
Georg Thieme Verlag KG,0,Non-Retraction
Informa UK Limited,20,Non-Retraction
Springer Science and Business Media LLC,16,Non-Retraction
Georg Thieme Verlag KG,0,Non-Retraction
Springer Science and Business Media LLC,0,Non-Retraction
Emerald,41,Non-Retraction
Elsevier BV,0,Non-Retraction
Walter de Gruyter GmbH,0,Non-Retraction
Elsevier BV,0,Non-Retraction
Elsevier BV,0,Non-Retraction
Oxford University Press (OUP),0,Non-Retraction
Universitas Stikubank,0,Non-Retraction
Elsevier BV,0,Non-Retraction
IEEE,3,Non-Retraction
IEEE,16,Non-Retraction
Informa UK Limited,7,Non-Retraction
Informa UK Limited,0,Non-Retraction
Springer Berlin Heidelberg,1,Non-Retraction
De Gruyter,0,Non-Retraction
Informa UK Limited,0,Non-Retraction
Cambridge University Press (CUP),1,Non-Retraction
Elsevier BV,0,Non-Retraction
Elsevier BV,0,Non-Retraction
Oxford University Press (OUP),0,Non-Retraction
Elsevier BV,0,Non-Retraction
Egypts Presidential Specialized Council for Education and Scientific Research,0,Non-Retraction
Springer Berlin Heidelberg,5,Non-Retraction
Negah Scientific Publisher,0,Non-Retraction
Ovid Technologies (Wolters Kluwer Health),0,Non-Retraction
Ovid Technologies (Wolters Kluwer Health),0,Non-Retraction
Elsevier BV,7,Non-Retraction
Elsevier BV,0,Non-Retraction
Springer Science and Business Media LLC,0,Non-Retraction
Informa UK Limited,0,Non-Retraction
Applied Mathematics and Mechanics,0,Non-Retraction
Informa UK Limited,21,Non-Retraction
Springer Science and Business Media LLC,0,Non-Retraction
Informa UK Limited,0,Non-Retraction
IEEE,8,Non-Retraction
Informa UK Limited,0,Non-Retraction
Ovid Technologies (Wolters Kluwer Health),0,Non-Retraction
Egypts Presidential Specialized Council for Education and Scientific Research,0,Non-Retraction
Emerald,0,Non-Retraction
HACCP Consulting,34,Non-Retraction
American Institute of Aeronautics and Astronautics,5,Non-Retraction
Springer Netherlands,4,Non-Retraction
Duke University Press,0,Non-Retraction
IEEE,7,Non-Retraction
Elsevier BV,0,Non-Retraction
Elsevier BV,0,Non-Retraction
Informa UK Limited,2,Non-Retraction
National Council of Teachers of Mathematics,0,Non-Retraction
Elsevier BV,0,Non-Retraction
IEEE,13,Non-Retraction
Elsevier BV,0,Non-Retraction
Elsevier BV,0,Non-Retraction
IEEE,0,Non-Retraction
Walter de Gruyter GmbH,0,Non-Retraction
Brill,0,Non-Retraction
FapUNIFESP (SciELO),9,Non-Retraction
SAGE Publications,0,Non-Retraction
IEEE,21,Non-Retraction
Informa UK Limited,9,Non-Retraction
Editorial de la Universidad de Granada,0,Non-Retraction
SAGE Publications,0,Non-Retraction
Wiley,0,Non-Retraction
Architectural Institute of Japan,5,Non-Retraction
Universidad de Manizales,0,Non-Retraction
Springer Science and Business Media LLC,15,Non-Retraction
Elsevier BV,0,Non-Retraction
Informa UK Limited,0,Non-Retraction
Duke University Press,0,Non-Retraction
The Electronic Journal of Combinatorics,0,Non-Retraction
Elsevier BV,0,Non-Retraction
American Scientific Publishers,0,Non-Retraction
Elsevier BV,0,Non-Retraction
Wiley,0,Non-Retraction
OSA,5,Non-Retraction
Oxford University Press (OUP),0,Non-Retraction
Ovid Technologies (Wolters Kluwer Health),0,Non-Retraction
Springer Berlin Heidelberg,1,Non-Retraction
Springer Berlin Heidelberg,12,Non-Retraction
SAGE Publications,1,Non-Retraction
John Benjamins Publishing Company,4,Non-Retraction
Elsevier BV,0,Non-Retraction
IEEE,0,Non-Retraction
Informa UK Limited,0,Non-Retraction
Springer Science and Business Media LLC,1,Non-Retraction
Emerald,0,Non-Retraction
Elsevier BV,2,Non-Retraction
IOP Publishing,28,Non-Retraction
Wiley,0,Non-Retraction
River Publishers,0,Non-Retraction
Elsevier BV,0,Non-Retraction
Institution of Engineering and Technology (IET),0,Non-Retraction
Elsevier BV,3,Non-Retraction
Georg Thieme Verlag KG,0,Non-Retraction
American Medical Association (AMA),0,Non-Retraction
Springer Science and Business Media LLC,0,Non-Retraction
The City Planning Institute of Japan,6,Non-Retraction
Academic Research and Community Service Swiss German University,0,Non-Retraction
Elsevier BV,26,Non-Retraction
ECO-Vector LLC,14,Non-Retraction
Edinburgh University Press,0,Non-Retraction
Springer Science and Business Media LLC,5,Non-Retraction
Water Environment Federation,0,Non-Retraction
Elsevier BV,0,Non-Retraction
BMJ,2,Non-Retraction
Springer Science and Business Media LLC,5,Non-Retraction
Elsevier BV,0,Non-Retraction
Elsevier BV,0,Non-Retraction
Oxford University Press (OUP),0,Non-Retraction
De Gruyter,0,Non-Retraction
Universitas Suryakancana,0,Non-Retraction
Elsevier BV,0,Non-Retraction
IEEE,17,Non-Retraction
Logic + LLC,0,Non-Retraction
Elsevier BV,0,Non-Retraction
Informa UK Limited,1,Non-Retraction
"Research Institute of Brewing and Malting, Plc. (Vyzkumny Ustav Pivovarsky a Sladarsky)",0,Non-Retraction
Elsevier BV,0,Non-Retraction
Informa UK Limited,0,Non-Retraction
Oxford University Press (OUP),0,Non-Retraction
Fundacao Arnaldo Vieira de Carvalho,0,Non-Retraction
IEEE,1,Non-Retraction
Institution of Engineering and Technology (IET),4,Non-Retraction
Universitat de Valencia,0,Non-Retraction
Informa UK Limited,0,Non-Retraction
IEEE,22,Non-Retraction
EDP Sciences,0,Non-Retraction
"Wydawnictwo SIGMA-NOT, sp. z.o.o.",0,Non-Retraction
IEEE,6,Non-Retraction
Elsevier BV,0,Non-Retraction
University of Ljubljana,0,Non-Retraction
American Society of Clinical Oncology (ASCO),0,Non-Retraction
Informa UK Limited,3,Non-Retraction
Elsevier BV,0,Non-Retraction
Informa UK Limited,21,Non-Retraction
Springer Berlin Heidelberg,0,Non-Retraction
Elsevier BV,10,Non-Retraction
Elsevier BV,0,Non-Retraction
Portland Press Ltd.,0,Non-Retraction
Elsevier BV,15,Non-Retraction
Elsevier BV,0,Non-Retraction
Elsevier BV,31,Non-Retraction
Springer Science and Business Media LLC,1,Non-Retraction
Springer Berlin Heidelberg,20,Non-Retraction
Pleiades Publishing Ltd,59,Non-Retraction
Georg Thieme Verlag KG,0,Non-Retraction
The Electrochemical Society,0,Non-Retraction
Informa UK Limited,5,Non-Retraction
Elsevier BV,0,Non-Retraction
Radiological Society of North America (RSNA),0,Non-Retraction
Springer Science and Business Media LLC,0,Non-Retraction
The Korean Academy of Tuberculosis and Respiratory Diseases,0,Non-Retraction
IEEE,13,Non-Retraction
Informa UK Limited,13,Non-Retraction
OSA,3,Non-Retraction
Elsevier BV,0,Non-Retraction
"EMH Swiss Medical Publishers, Ltd.",0,Non-Retraction
SAGE Publications,0,Non-Retraction
Cambridge University Press (CUP),0,Non-Retraction
Cambridge University Press (CUP),0,Non-Retraction
American Medical Association (AMA),0,Non-Retraction
"Trans Tech Publications, Ltd.",12,Non-Retraction
Universitas Halu Oleo,0,Non-Retraction
BMJ,0,Non-Retraction
Yale University Press,0,Non-Retraction
Elsevier BV,14,Non-Retraction
Elsevier BV,11,Non-Retraction
Elsevier BV,0,Non-Retraction
Elsevier BV,0,Non-Retraction
Springer Science and Business Media LLC,4,Non-Retraction
Springer Science and Business Media LLC,21,Non-Retraction
Informa UK Limited,2,Non-Retraction
Springer International Publishing,24,Non-Retraction
Informa UK Limited,0,Non-Retraction
Elsevier BV,11,Non-Retraction
IEEE,19,Non-Retraction
SAGE Publications,0,Non-Retraction
De Gruyter,0,Non-Retraction
University of Hawaii Press,0,Non-Retraction
Elsevier,3,Non-Retraction
Informa UK Limited,6,Non-Retraction
Uniwersytet Lodzki (University of Lodz),0,Non-Retraction
Elsevier BV,0,Non-Retraction
Universidad Ricardo Palma,0,Non-Retraction
The Korean Society of Mechanical Engineers,0,Non-Retraction
Scientific Publishing Center InterConf,0,Non-Retraction
Egypts Presidential Specialized Council for Education and Scientific Research,0,Non-Retraction
IEEE,19,Non-Retraction
Ovid Technologies (Wolters Kluwer Health),1,Non-Retraction
Cambridge University Press (CUP),0,Non-Retraction
SAGE Publications,64,Non-Retraction
Informa UK Limited,0,Non-Retraction
Biophysical Society of Japan,0,Non-Retraction
IEEE,0,Non-Retraction
IEEE,7,Non-Retraction
De Gruyter,0,Non-Retraction
Elsevier BV,0,Non-Retraction
Japan Society of Mechanical Engineers,0,Non-Retraction
Springer Science and Business Media LLC,7,Non-Retraction
Informa UK Limited,0,Non-Retraction
Walter de Gruyter GmbH,0,Non-Retraction
Springer Science and Business Media LLC,6,Non-Retraction
Academy of Management,0,Non-Retraction
Ovid Technologies (Wolters Kluwer Health),0,Non-Retraction
EDP Sciences,0,Non-Retraction
Informa UK Limited,7,Non-Retraction
Oxford University Press (OUP),0,Non-Retraction
Springer Science and Business Media LLC,0,Non-Retraction
OSA,2,Non-Retraction
Springer Science and Business Media LLC,0,Non-Retraction
Institute of Electrical and Electronics Engineers (IEEE),0,Non-Retraction
American Geophysical Union (AGU),6,Non-Retraction
IEEE,24,Non-Retraction
Elsevier BV,4,Non-Retraction
Elsevier BV,19,Non-Retraction
SPIE,0,Non-Retraction
Canadian Science Publishing,0,Non-Retraction
Instytut Sztuki Polskiej Akademii Nauk,0,Non-Retraction
College of Science for Women,0,Non-Retraction
STIKes Mandala Waluya Kendari,0,Non-Retraction
The Electrochemical Society,0,Non-Retraction
MDPI AG,30,Non-Retraction
Louisiana State University Libraries,0,Non-Retraction
Elsevier BV,39,Non-Retraction
American Society of Hematology,0,Non-Retraction
Elsevier BV,0,Non-Retraction
Informatics Publishing Limited,0,Non-Retraction
Oxford University Press (OUP),0,Non-Retraction
BMJ,37,Non-Retraction
Elsevier BV,5,Non-Retraction
SAGE Publications,0,Non-Retraction
"RADIAL: Jurnal Peradaban Sains, Rekayasa dan Teknologi STITEK Bina Taruna Gorontalo",0,Non-Retraction
Elsevier BV,9,Non-Retraction
Elsevier BV,0,Non-Retraction
Centro de Ensino Unificado de Brasilia,0,Non-Retraction
Elsevier BV,0,Non-Retraction
DE GRUYTER,0,Non-Retraction
University of Chicago Press,0,Non-Retraction
Centre for Evaluation in Education and Science (CEON/CEES),0,Non-Retraction
Society of Economic Geologists,0,Non-Retraction
Pleiades Publishing Ltd,10,Non-Retraction
IEEE,0,Non-Retraction
Springer Science and Business Media LLC,0,Non-Retraction
Walter de Gruyter GmbH,0,Non-Retraction
Society of Exploration Geophysicists,2,Non-Retraction
IEEE,12,Non-Retraction
Japan Society of Mechanical Engineers,0,Non-Retraction
Ovid Technologies (Wolters Kluwer Health),0,Non-Retraction
Elsevier BV,0,Non-Retraction
SAGE Publications,58,Non-Retraction
Ovid Technologies (Wolters Kluwer Health),26,Non-Retraction
Elsevier BV,0,Non-Retraction
Universidad Complutense de Madrid (UCM),10,Non-Retraction
Oxford University Press (OUP),1,Non-Retraction
Architectural Institute of Japan,0,Non-Retraction
"EMH Swiss Medical Publishers, Ltd.",0,Non-Retraction
Cambridge University Press (CUP),0,Non-Retraction
SAGE Publications,0,Non-Retraction
Ovid Technologies (Wolters Kluwer Health),4,Non-Retraction
Institution of Engineering and Technology (IET),0,Non-Retraction
Springer Science and Business Media LLC,0,Non-Retraction
Springer US,59,Non-Retraction
Korean Society for Internet Information,2,Non-Retraction
Springer Science and Business Media LLC,0,Non-Retraction
Elsevier BV,6,Non-Retraction
Harvard University Press,0,Non-Retraction
American Society of Hematology,0,Non-Retraction
SAGE Publications,0,Non-Retraction
Elsevier BV,2,Non-Retraction
FapUNIFESP (SciELO),8,Non-Retraction
Japan Society of Mechanical Engineers,0,Non-Retraction
Informa UK Limited,4,Non-Retraction
University of Chicago Press,0,Non-Retraction
Vytautas Magnus University,0,Non-Retraction
Allerton Press,27,Non-Retraction
Elsevier BV,6,Non-Retraction
Springer US,26,Non-Retraction
DE GRUYTER,6,Non-Retraction
Ovid Technologies (Wolters Kluwer Health),0,Non-Retraction
Elsevier BV,24,Non-Retraction
Oxford University Press (OUP),0,Non-Retraction
De Gruyter,0,Non-Retraction
Oxford University Press (OUP),0,Non-Retraction
Springer Science and Business Media LLC,1,Non-Retraction
Princeton University Press,0,Non-Retraction
Elsevier BV,0,Non-Retraction
Elsevier BV,0,Non-Retraction
IEEE,5,Non-Retraction
LPPM Universitas EKASAKTI,0,Non-Retraction
Elsevier BV,0,Non-Retraction
SAGE Publications,0,Non-Retraction
Elsevier BV,10,Non-Retraction
MG Aricent Private Limited,0,Non-Retraction
Elsevier BV,0,Non-Retraction
Cambridge University Press (CUP),0,Non-Retraction
The Electromagnetics Academy,10,Non-Retraction
IEEE,30,Non-Retraction
Informa UK Limited,5,Non-Retraction
Springer Berlin Heidelberg,19,Non-Retraction
"Touch Medical Media, Ltd.",0,Non-Retraction
SAGE Publications,0,Non-Retraction
Oxford University Press (OUP),5,Non-Retraction
Walter de Gruyter GmbH,0,Non-Retraction
IOP Publishing,0,Non-Retraction
Elsevier BV,16,Non-Retraction
Elsevier BV,0,Non-Retraction
Pleiades Publishing Ltd,0,Non-Retraction
World Scientific Pub Co Pte Ltd,94,Non-Retraction
The Endocrine Society,0,Non-Retraction
IEEE,16,Non-Retraction
